id,authors,title,abstract,url,location,booth
P1112,"Suibi Che-Chuan Weng: University of Colorado; Torin Hopkins: University of Colorado; Rishi Vanukuru: University of Colorado Boulder; Chad Tobin: University of Colorado; Amy Banic: University of Wyoming; Daniel Leithinger: University of Colorado, Boulder; Ellen Yi-Luen Do: University of Colorado, Boulder",How Field of View Affects Awareness of an Avatar During a Musical Task in Augmented Reality,"To investigate how field of view (FOV) affects how players notice the communicative gestures of their partner's avatar in a musical task, we conducted an experiment that compares several AR technologies with varying FOV. We measured response time to communicative gestures, co-presence score, and task enjoyment in three different AR scenarios: holograms, AR headset, and an AR headset with a notification of the avatar's intention to gesture. Results suggest that the hologram setup had the fastest response time and highest ratings for sense of co-presence and task enjoyment. Notification tasks slowed response time, but noticeably improved co-presence with the avatar.",,Session/Server 1,
P1113,Yuetong Zhao: Beihang University; Shuo Yan: Beihang University; Xuanmiao Zhang: Beihang University; Xukun Shen: Beihang University,A Comparison of Gesture-based Interaction and Controller-based  Interaction for External Users in Co-located Asymmetric Virtual Reality,"Head-mounted displays (HMDs) create a highly immersive experience, while limit VR users’ awareness of external users that co-located in the same environment. In our work, we designed a wearable gesture-based interface for external users in two main asymmetric VR scenarios: (1) Object Transition, (2) Collaborative Game. We conducted a hybrid user study with twenty participants to compare the gesture-based interaction and controller-based interaction to investigate the effects on VR experience, social presence, and collaborative efficiency for external users.",,Session/Server 1,25
P1116,Yunqiang Pei: University of Electronic Science and Technology of China; RenMing Huang: University of Electronic Science and Technology of China; Guoqing Wang: University of Electronic Science and Technology of China; Yang Yang: University of Electronic Science and Technology of China; Ning Xie: University of Electronic Science and Technology of China; Heng Tao Shen: University of Electronic Science and Technology of China,Multimodal Apology: Using WebXR to Repair Trust with Virtual Companion,"Research on trust repair in human-agent cooperation is limited, but it can mitigate trust violations and prevent distrust. We conducted a study with 45 participants who interacted with a companion agent through mixed-reality interfaces while playing a language-learning quiz game. Our results showed that displaying the agent's intentions during mistake explanations helped repair trust. We also found that this had positive effects on affect, user experience, and cooperation willingness. Our findings suggest that including agent intentions in mistake explanations is an effective way to repair trust in human-agent interactions.",,Session/Server 1,26
P1118,Nan Xiang: Xi'an Jiaotong-Liverpool University; Hai-Ning Liang: Xi'an Jiaotong-Liverpool University; Lingyun Yu: Xi'an Jiaotong-Liverpool University; Xiaosong Yang: Bournemouth University; Jian J Zhang: Bournemouth University,MRMSim: A Framework for Mixed Reality based Microsurgery Simulation,"With the rapid development of the computer technologies, virtual surgery has gained extensive attention over the past decades. In this research, we take advantage of mixed reality (MR) that creates an interactive environment where physical and digital objects coexist, and present a framework (MRMSim) for MR based microsurgery simulation. It enables users to practice microanastomosis skills with real microsurgical instruments rather than additional haptic feedback devices. Both hardware design and software development are included in this work. A prototype system is proposed to demonstrate the feasibility and applicability of our framework.",,Session/Server 1,
P1121,Maximilian Rettinger: Technical University of Munich ; Sebastian Berndt: Alexion Pharma Germany GmbH; Gerhard Rigoll: Technical University of Munich; Christoph Schmaderer: Technical University of Munich,Collaborative VR: Conveying a Complex Disease and Its Treatment,"In medical research, there are constantly new findings that lead to new insights and novel treatments. Hence, physicians always need to stay up-to-date to provide high-quality patient care. Virtual reality is unique among the available learning methods as it offers the opportunity to collaboratively explore the inside of the human body to experience and understand the complex workings of medical interventions. We realized such a VR-Learning-System and assessed its potential with medical experts (n=9). Initial results indicate that experts prefer the new system, and according to their subjective assessment, they achieved a higher learning outcome compared to conventional methods.",,Session/Server 1,
P1125,Jan Philipp Gründling: Trier University; Nathalie Schauffel: Trier University; Sebastian Pape: RWTH; Simon Oehrl: RWTH Aachen University; Torsten Wolfgang Kuhlen: RWTH Aachen University; Thomas Ellwart: Trier University; Benjamin Weyers: Trier University,Example Process for Designing a Hybrid User Interface for a Multi-Robot System,"Interaction with semi-autonomous multi-robot systems requires the integration of technical, task-related, and user-oriented details. 
While basic design principles for user interfaces already exist, they are not yet tailored to the specific case of multi-robot systems. 
This work shows how a design process tailored to multi-robot systems can be based on basic design principles and where it needs more specific methods. 
In doing so, it is indicated that virtual reality (VR) can be used as an instrument for conveying situational awareness.",,Session/Server 1,
P1130,Jing Hou: Beijing Institute of Technology; Zhihe Zhao: Beijing Institute of Technology; Dongdong Weng: Beijing Institute of Technology,UI Binding Transfer for Bone-driven Facial Rigs,"We propose an automatic method to transfer the UI binding from a rigged model to a new target mesh. We use feed forward neural networks to find the mapping functions between bones and controllers of source model. The learned mapping networks then become the initial weights of an auto-encoder. Then the auto-encoder is retrained using target controllers-bones pairs obtained by the mesh transfer and bones decoupling method. Our system only requires neutral expression of the target person but allows artists to customize other basic expressions, and is evaluated by the semantic reproducibility of basic expressions and the semantic similarity.",,Session/Server 1,27
P1131,Pak Ming Fan: Hong Kong University of Science and Technology; Santawat Thanyadit: King Mongkut's University of Technology Thonburi; Ting-Chuen Pong: Hong Kong University of Science and Technology,A Design Thinking Approach to Construct a Multi-learner VR Lab Monitoring and Assessment Tool Deployed in an XR Environment,"A Virtual Reality Laboratory (VR Lab) refers to a virtual experiment session that aims to deliver procedural knowledge to students like that in physical laboratories using Virtual Reality (VR) technology. While existing VR Lab designs provide a rich learning experience to students, instructors receive limited information on the student's performance and could not provide feedback and assess their performance. This motivated us to create an XR-based multi-learner monitoring and assessment tool for VR Labs. We evaluated the tool with domain experts and report recommendations for developing monitoring and assessing tools for VR Labs sessions.",,Session/Server 1,28
P1134,Bing Ning: Beijing Institute of Fashion Technology; Mingtao Pei: Beijing Institute of Technology; Yixuan Wang: Beijing Institute of Fashion Technology; Ying Jiang: Beijing Institute of Fashion Technology; Li Liu: Beijing Institute of Fashion Technology,A VR Enabled Visualization System for Race Suits Design,"We propose a VR techniques enabled visualization system for race suits design, allowing designers to observe the design work from a near-real perspective of users. The system first constructs a virtual competition venue according to the real field settings automatically. A digital avatar that is scanned from an athlete is dressed up with a designed race suit. Then the avatar is given a sequence of preset sports motions to act in the virtual competition venue. The system can synthesize the traditional user’s views for designers to observe via VR devices and improve the efficiency of the race suit design workflow.",,Session/Server 1,29
P1136,Isabella Mika Taninaka: Osaka University; Daisuke Iwai: Osaka University; Kosuke Sato: Osaka University; Parinya Punpongsanon: Osaka University,Development of Training Systems using Spatial Augmented Hand,"Training to execute procedural tasks is often a burden for novice workers. Different systems have been developed to improve users' experience and, consequentially, their performance at a task. However, systems for tasks requiring hand operation lack fine details regarding a specialist choice of hand movements or positions. This study proposes a projection-based hand visualization system that  guides the user's physical hand through a task.",,Session/Server 1,
P1137,Francisco Díaz-Barrancas: Justus Liebig University; Raquel Gil Rodríguez: Justus Liebig University; Avi Aizenman: Justus Liebig University; Florian S. Bayer: Justus Liebig University; Karl R. Gegenfurtner: Justus Liebig University,Color calibration in virtual reality for Unity and Unreal,This work measures the relationship between RGB intensities and the reflected color for each color channel of the HTC Vive Pro Eye virtual reality (VR) headset. The study additionally measured the display spectra of the device and characterized how Unity and Unreal 3D rendering software influences chromatic behavior. The results were compared to measurements taken without rendering software to quantify the pure characteristics of display primaries. A methodology was proposed to carry out a color calibration customized to the type of material or graphics engine used for more accurate and realistic color representation in VR.,,Session/Server 1,
P1142,Yuri Mikawa: The University of Tokyo; Masahiro Fujiwara: The University of Tokyo; Yasutoshi Makino: The University of Tokyo; Hiroyuki Shinoda: The University of Tokyo,High-speed and Low-Latency Ocular Parallax Rendering Improves Binocular Fusion in Stereoscopic Vision,"Most of the current virtual/augmented reality (VR/AR) displays use binocular parallax to present 3D images. However, they do not consider ocular parallax, which refers to the slight movement of the viewpoint with eye rotation, such as saccade. A commercial head-mounted display (HMD) has a large latency in realizing ocular parallax rendering. In our study, a high-speed (1,000 fps) and low-latency (average 4.072 ms) ocular-parallax-rendering device was assembled, and its effect was examined wherein a reasonable approximation algorithm for viewpoint was applied.
A user study experiment employing a random dot stereogram (RDS) showed improvements in binocular fusion, the causes of which are comprehensively discussed.",,Session/Server 1,30
P1146,Kwame Agyemang Baffour: Graduate Center; Oyewole Oyekoya: City University of New York - Hunter College,Effect of Look-Alike Avatars on Students' Perceptions of Teaching Effectiveness,"This paper presents a study investigating the influence of look-alike avatars on students' perceptions of teaching effectiveness in three-dimensional virtual and augmented reality environments. This study investigated three avatar representations: i) look-alike avatar of the instructor; ii) stick avatar; and iii) video recording of the instructor. Eighteen participants were asked to rank the three avatar representations, as well as the immersion experience of the teaching simulation on the virtual and augmented reality displays. The result of this study suggests that look-alike avatars can be used to represent an instructor in virtual environments.",,Session/Server 1,
P1147,Yihan Li: Beihang University; Yong Hu: Beihang University; Xukun Shen: Beihang University,Exploring the Display Patterns of Object-Centered User Interface in Head-Worn Mixed Reality Environment,"Object-centered user interface (UI), which UI displayed around real-world objects provides convenience for users to interact with real objects in head-worn Mixed Reality (MR) environment. However, it remains unclear how to design the object-centered UI to reduce the interference of always displayed UI. In this research, we designed two display patterns of object-centered UI and compared them with the basic object-centered UI without any display patterns. Our results demonstrate the trade-offs among the three UIs and collect user preference. Both display patterns can provide better support for users while reducing the occlusion and interference of the UI.",,Session/Server 2,31
P1148,Jin Qi Yeo: Singapore Institute of Technology; Xinxing Xia: Shanghai University; Kan Chen: Singapore Institute of Technology; Malcolm Yoke Hean Low: Singapore Institute of Technology; Alvin Chan: Singapore Institute of Technology; Dongyu Qiu: Singapore Institute of Technology; Frank Guan: Singapore Institute of Technology,SPAT-VR: A Holistic and Extensible Framework for VR Project Management,"With the increasing availability of VR content and affordability of consumer VR hardware systems, VR has been applied in various domains. However, to our knowledge, at present there are no existing frameworks that are applicable to the project management of the entire life cycle of building VR applications. In this paper, we present SPAT-VR: a holistic and extensible framework for VR project management. The proposed framework has been deployed to successfully complete a number of VR projects. A user survey has been conducted with all positive results received on the proposed framework.",,Session/Server 2,32
P1155,Ryota Kondo: Keio University; Maki Sugimoto: Keio Univ,Investigating the Minimal Condition  of the Dynamic Invisible Body Illusion ,"Visual-tactile synchronization or visual-motor synchronization makes a non-innate body feel like one's own body (illusory body ownership). A recent study has shown that body ownership is induced to an empty space between the hands and feet from the motion of only hands and feet (dynamic invisible body illusion). However, it is unclear whether both hands and feet are necessary to induce the illusion. In this study, we investigated the minimal condition for the dynamic invisible body illusion by manipulating the presentation of hands and feet. Our results suggest that both hands and feet are necessary for the illusion.",,Session/Server 2,
P1159,Nicha Vanichvoranun: Korea Advanced Institute of Science and Technology(KAIST); Bowon Kim: KAIST; Dooyoung Kim: KAIST; Woontack Woo: KAIST ; Jeongmi Lee: KAIST; Sang Ho Yoon: KAIST,Stretchy: Enhancing Object Sensation Through Multi-sensory Feedback and Muscle Input,"Current works on 3D interaction methods mainly focus on rigid object manipulation and selection, while very few have been done on elastic object interaction. Therefore, we suggest a novel interaction method to observe and manipulate virtual fabric in a VR environment. We use multi-sensory pseudo-haptic feedback (a combination of tactile and visual feedback) and muscle strength data (EMG) to perceive the stiffness of the virtual fabric and flexible objects. For demonstration, we make fabric patches with various stiffness, and the stiffness difference can be distinguished. Our system can be
implemented in a virtual cloth store to give consumers information about product stiffness and texture.",,Session/Server 2,33
P1160,Maho Otsuka: Nara Institute of Science and Technology; Monica Perusquia-Hernandez: Nara Institute of Science and Technolgy; Naoya Isoyama: Nara Institute of Science and Technology; Hideaki Uchiyama: Nara Institute of Science and Technology; Kiyoshi Kiyokawa: Nara Institute of Science and Technology,An AR Visualization System for 3D Carbon Dioxide Concentration Measurement Using Fixed and Mobile Sensors,"Recently, the use of CO2 concentration monitors as a guide for ventilation is increasing in spaces where many people gather, such as offices.However, 2D map-based visualizations are not enough to understand the progression of indoor air pollution.Therefore, we propose a three-dimensional (3D) visualization of CO2 concentration using a head-mounted display (HMD).A 3D distribution of CO2 concentration is automatically calculated using the position coordinates and measured values of fixed and mobile sensors.The results of the preliminary user evaluation suggested that AR visualization may be a more effective way to inform the need for ventilation than conventional methods.",,Session/Server 2,
P1161,Qiao Jin: University of Minnesota; Yu Liu: University of Minnesota; Puqi Zhou: George Mason University; Bo Han: George Mason University; Svetlana Yarosh: University of Minnesota; Feng Qian: University of Minnesota,Volumivive: An Authoring System for Adding Interactivity to Volumetric Video,"Volumetric video is a medium that captures the three-dimensional (3D) shape and movement of real-life objects or people. However, pre-recorded volumetric video is limited in terms of interactivity. We introduce a novel authoring system called Volumivive, which enables the creation of interactive experiences using volumetric video, enhancing the dynamic capabilities and interactivity of the medium. We provide four interaction methods that allow users to manipulate and engage with digital objects within the volumetric video. These interactive experiences can be used in both augmented reality (AR) and virtual reality (VR) settings, providing users with a more immersive and interactive experience.",,Session/Server 2,
P1162,Kyungeun Jung: KAIST ; Seungjae Oh: Kyung Hee University; Sang Ho Yoon: KAIST,Mo2Hap: Rendering performer's Motion Flow to Upper-body Vibrotactile Haptic Feedback for VR performance,"We present a novel haptic rendering method that translates the virtual performer's motions into real-time vibrotactile feedback. Our method characterizes salient motion points from proposing system Motion Salient Triangle to generate haptic parameters to highlight the performer's motions. 
Here, we employ an entire upper-body haptic system that provides vibrotactile feedback on the torso, back, and shoulders. We enable immersive virtual reality performance experiences by accommodating the performer's motions on top of motion-to-haptic feedback.",,Session/Server 2,34
P1165,Seungwoo Son: Korea University; Yechan Yang: Korea University; Jaeyoon Lee: Korea University; Gerard Jounghyun Kim: Korea University,FakeBand: Virtual Band Music Performance with Balanced Interface for Individual Score/Rhythm Play and Inter-player Expression Coordination,"In this poster, we feature a two-user immersive VR music performance system called the ""FakeBand"". It resembles the rhythm game for a guitar play-along, but extended in its interaction model and interface design, focusing on the band performance experience in terms of coordination and collective musical expression. Coordinating timings for the tempo/accent change begins by the leader and the follower exchanging glances and using bodily gestures - nodding for tempo and large arm motion for accents. The interaction model and separated interface between the rhythm/chord play and music coordination were important in bringing about the active and frustration-free musical experience.",,Session/Server 2,
P1166,Yoshiaki Makita: Osaka university; Daisuke Iwai: Osaka University; Kosuke Sato: Osaka University,Optical See-through Scope for Observing the Global Component of a Scene,"The reflected light on a physical object can be separated into a direct illumination component and a global illumination component. Observing only the global component provides a better understanding of the reflectance property of the surface. In conventional methods, the components are separated using computer vision techniques. In this study, we developed a see-through optical scope that allows a user to selectively observe the global component using high spatial frequency pattern projection and a high spatial frequency mask with a liquid crystal panel. We confirmed that only the global component could be observed with the naked eye through the scope.",,Session/Server 2,
P1168,Yang Gao: Beihang university; Hongming Bai: Beihang University; Ziyi Pei: Beihang University; wenfeng song: Beijing information science and technology university; Aimin Hao: Beihang University,VR-based Vector Watercolor Painting System,"We develope a VR-based watercolor painting system. The system generates paintings in the form of vector graphics, which remain clear under free scaling and panoramic projection in VR space. Meanwhile,  in order to create a better operation experience and more convenient user interaction in the VR environment, we optimize the system to enable a variety of realistic watercolor effects and provide users with a number of optional painting settings such as color, size, effect, etc. After a short period of study, users can easily use the system to complete the VR painting experience.",,Session/Server 2,
P1175,"Yang Zhang: School of Mechanical,Electrical & Information Engineering; Tangjun Qu: Shandong University; Dingming Tan: Shandong University; Yulong Bian: Shandong University; Juan Liu: College of computer science and technology; Zelu Liu: Shandong University; Weiying Liu: School of Mechanical,Electrical&Information Engineering; Chao Zhou: Tsinghua University",Breaking the Ice with Group Flow:A Collaborative VR Serious Game for Relationship Enhancement ,"It is usually hard for unfamiliar people to rapidly “break the ice” in the early stage of relationship establishment, which hinders the development of relationship and team productivity. Therefore, we propose a collaborative serious game for icebreaking by combining immersive virtual reality (VR) with brain-computer interface. We design a COVID-19 themed collaboration task and propose an approach to improve empathy between team members by sharing their mental state in VR world. Moreover, we propose an EEG-based method for dynamic evaluation and enhancement of group flow to achieve better teamwork. Then, we developed a prototype system. Results of user study show that our method is beneficial to the enhancement of relationship enhancement.",,Session/Server 2,35
P1175-2,Ke Li: Deutsches Elektronen-Synchrotron (DESY); Tim Rolff: Universität Hamburg; Susanne Schmidt: Universität Hamburg; Simone Frintrop: Universität Hamburg; Reinhard Bacher: Deutsches Elektronen Synchrotron DESY; Wim Leemans: Deutsches Elektronen Synchrotron; Frank Steinicke: Universität Hamburg,Bringing Instant Neural Graphics Primitives to Immersive Virtual Reality,"Neural radiance field (NeRF), in particular, its extension by instant neural graphics primitives is a novel rendering method for view synthesis that uses real-world images to build photo-realistic immersive virtual scenes. Despite its enormous potential for virtual reality (VR) applications, there is currently little robust integration of NeRF into typical VR systems available for research and benchmarking in the VR community. In this poster paper, we present an extension to instant neural graphics primitives and bring stereoscopic, high-resolution, low-latency, 6-DoF NeRF rendering to the Unity game
engine for immersive VR applications.",,Session/Server 2,
P1176,Yoshikazu Onuki: Digital Hollywood University; Kosei Kudo: Tokyo Institute of Technology; Itsuo Kumazawa: Tokyo Institute of Technology,Enhanced Removal of the Light Reflection of Eyeglass Using Multi-Channel CycleGAN with Difference Image Equivalency Loss,"Gaze estimation is commonly used by equipping infrared light (IR) sources and cameras inside of head mount displays (HMDs). Some HMDs enable users to wear with spectacles on, and, in this case, IR light reflections of the eyeglass often causes serious obstruction to detect those of the corneal. In a previous study, we proposed multi-channel CycleGAN to generate eye images with no eyeglass from those with eyeglass. In this study, we additionally applied the difference image equivalency loss and late fusion of channels to improve removal performance and reduce mixing actions across channels, which achieved enhanced removal of eyeglass reflections.",,Session/Server 2,
P1177,"Zechen Bai: Institute of Software, Chinese Academy of Sciences; Naiming Yao: Institute of Software, Chinese Academy of Sciences; Lu Liu: Institute of Software, Chinese Academy of Sciences; Hui Chen: Institute of Software, Chinese Academy of Sciences; Hongan Wang: Institute of Software, Chinese Academy of Sciences",A Simple Approach to Animating Virtual Characters by Facial Expressions Reenactment,"Animating virtual characters is one of the core problems in virtual reality. Facial animations are able to intuitively express emotion and attitudes of virtual characters. However, creating facial animations is a non-trivial task. It depends on either expensive motion capture devices or human designers' time and effort to tune the animation parameters. In this work, we propose a learning-based approach to animate virtual characters by facial expression reenactment from abundant image data. This approach is simple yet effective, and is generalizable to various 3D characters. Preliminary evaluation results demonstrate its effectiveness and its potential to accelerate the development of VR applications.",,Session/Server 2,36
P1184,Jina Kim: KAIST; Minyung Kim: KAIST; woo suk lee: Microsoft Corporation; Sang Ho Yoon: KAIST,VibAware: Context-Aware Tap and Swipe Gestures Using Bio-Acoustic Sensing,"We present VibAware, context-aware tap and swipe gesture detection using bio-acoustic sensing. We employ both active and passive sensing methods to recognize microgestures and classify inherent interaction contexts. Here, the interaction contexts refer to interaction spaces, graspable interfaces, and surface materials. With a context-aware approach, we could support adaptive input controls to enable rich and affordable interactions in Augmented Reality and Mixed Reality for graspable, material-based interfaces. Through an investigation and preliminary study, we confirmed the feasibility of tap and swipe gesture recognition while classifying associated contexts.",,Session/Server 2,37
P1185,Somaiieh Rokhsaritalemi: Sejong University; Beom-Seok Ko: Sejong University; Abolghasem Sadeghi-Niaraki: Sejong University; Soo-Mi Choi: Sejong University,Geospatial Augmented Reality Tourist System ,"Most existing intelligent AR tourist systems focus on recommending or presenting information related to points of interest (POI)s that do not consider user-generated datasets and the user's preference leading to user dissatisfaction. This paper aims to develop an intelligent AR system applying tourist behavior recognition and user-generated content using volunteer geospatial information (VGI). For POIs recommendation, user-generated content have been modeled with the VIKOR and optimized with the behavior recognition method. For POIs information presentation in HoloLens, sentiment analysis was utilized for VGI data generation as well as a deep learning method was performed for POIs object detection and visualization.",,Session/Server 2,
P1186,"Haojie Cheng: University of Sciences and Technology of China; Chunxiao Xu: University of Sciences and Technology of China; Zhenxin Chen: Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Science; Jiajun Wang: Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Science; Yibo Chen: Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Science; Lingxiao Zhao: University of Sciences and Technology of China",A Mixed Reality Framework for Interactive Realistic Volume Rendering with Dynamic Environment Illumination,"Interactive volume data visualization using a mixed reality (MR) system is increasingly popular in computer graphics. Due to sophisticated requirements of user interaction and vision when using head-mounted display (HMD) devices, the conflict between realisticness and efficiency of direct volume rendering (DVR) is yet to be resolved. We present an MR visualization framework that supports realistic volume rendering. Our MR framework can capture real-world illumination and generate interactive volume rendering to synchronously reflect surrounding real-world illumination. The user study shows that our MR visualization framework helps provide users intuitive perception of volumetric structures as naturally blended in the real-world environment.",,Session/Server 2,38
P1189,Akshith Ullal: Vanderbilt University; Nilanjan Sarkar: Vanderbilt University School of Engineering,A Piecewise Approach to Mapping Interactions between Room-scale Environments in Remote Mixed/Augmented Reality,"Naturalistic interactions from remote settings require the user to have the ability to move and interact with their environment. However, a direct mapping of the interactions onto their photorealistic avatars will cause errors, primarily due to the different spatial configurations between the environments. Hence, the interactions need to be redirected, naturalistically. This redirection is a computationally intensive process and current techniques can only be used for localized spaces. We propose a piecewise approach, where the interaction mapping is split into a 2D locomotion and a 3D gesture redirection mechanism, reducing the computational requirement and making it applicable to room-scale environments.",,Session/Server 2,
P1190,Zhenning Zhang: Nanjing university of science and technology; Haoyu Wang: Nanjing University of Science and Technology; Weiqing Li: Nanjing University of Science and Technology; Zhigeng Pan: Nanjing University of Information Science and Technology; Zhiyong Su: Nanjing University of Science and Technology,Increasing Trust with Augmented Reality in Human-in-the-Loop Intelligent System: A Case Study with Inspection Task,"Augmented reality (AR) technologies combining computer vision algorithms have shown great potential to assist users in inspection tasks. However, as an intelligent system in which human-in-the-loop, the AR-based inspection system presents key challenges to human-machine trust. In this paper, we propose AR-based trust-increasing factors to enhance user trust in the inspection task. We explore the factors in a user study within an aircraft cabin inspection task that requires accurate inspection and strong confidence. The results insights help designers of AR applications provide a confident user experience in a human-in-the-loop intelligent system.",,Session/Server 2,39
P1192,Bin Han: Korea Institute of Science and Technology; Hanseob Kim: Korea Institute of Science and Technology; Jieun Kim: Korea Institute of Science and Technology; MUHAMMAD FIRDAUS SYAWALUDIN LUBIS LUBIS: Korea Institute of Science and Technology; Jae-In Hwang: Korea Institute of Science and Technology,Digital Agent’s Engagement and Affective Posture Impact Its Social Presence and Trustworthiness in Group Decision-Making,"This poster introduces a user study investigating whether a digital agent’s engagement and affective posture in a group decision-making scenario influence how users perceive the digital agent’s social presence and trustworthiness. 
Our experiment was conducted with a three-person group discussion with two participants and one digital agent, and a 2 × 2 within-subject study manipulating the engagement and affective posture of a digital agent. 
Our findings indicate that during group discussions, the engagement posture of digital agents positively affected user perception of digital agents, whereas their affective posture negatively affected user perception.",,Session/Server 2,40
P1194-2,Bin Han: Korea Institute of Science and Technology (KIST); Hanseob Kim: Korea Institute of Science and Technology; Gerard Jounghyun Kim: Korea University; Jae-In Hwang: Korea Institute of Science and Technology,Masked FER-2013: Dataset for Emotional Face Augmentation,"This poster introduces the Masked FER-2013 dataset that can be used to analyze facial emotions in people wearing masks and train a recognizer.
The FER-2013 dataset containing face images annotated with seven emotions was modified by synthesizing mask images into the lower portion of the face. 
Based on the quantitative evaluation, our dataset can improve the accuracy of CNN, VGG, and ResNet models’ emotion recognition in masked images by a maximum of 46%.
Additionally, as a use case, we present an application that recognizes the emotions of a
masked person, generates emotional face animation, and augments it on a real mask during video conferencing.",,Session/Server 2,41
P1194,"Tristan King: University of Maryland, Baltimore County; Kyle R Davis: University of Maryland, Baltimore County; Bradley Saunders: University of Maryland, Baltimore County; James Zuber: University of Maryland, Baltimore County; Damaruka Priya Rajasagi: University of Maryland -Baltimore County; Christina Lukaszczyk: University of Maryland, Baltimore County; Anita Komlodi: University of Maryland, Baltimore County; Lee Boot: University of Maryland, Baltimore County",Immersive Visualization of Open Geospatial Data in Unreal Engine,"Immersive geospatial data visualizations are a growing area of interest for research and commercial efforts. However, access to the necessary technologies is often limited by the expense of proprietary solutions. Furthermore, available solutions do not offer the ability to select and render only portions of global maps, creating significant and unnecessary inefficiencies. We developed a pipeline for efficient generation, rendering, and interaction of open-source geospatial vector features in Unreal Engine™ Virtual Reality (VR) at almost any scale, and a user interface for interacting with these vector map features and georegistered data visualizations (as game objects) in VR applications.",,Session/Server 2,
P1200,Le Luo: Beijing Institute of Technology; Dongdong Weng: Beijing Institute of Technology; Jie Hao: Beijing Institute of Technology; Ziqi Tu: Beijing Institute of Technology; Bin Liang: China Software Testing Center; Haiyan Jiang: Beijing Institute of Technology,A Robotic Arm-based Telepresence for Mixed-Reality Telecollaboration System,"In mixed-reality telecollaboration, it is often difficult for remote users to actively and naturally control the viewpoint. We propose a viewpoint controllable telepresence with a robotic arm that carries a stereo camera in the local environment so that the remote user can control the robotic arm by moving his or her head to actively and flexibly observe the local environment. Additionally, we built a mixed-reality telecollaboration prototype that adds avatar and nonverbal cues for the remote user to the local user side, enabling the remote user to better guide the local user. In this paper, we discuss our prototype, make design recommendations, and discuss configuration and implementation.",,Session/Server 2,42
P1204,Davide Guzzetti: Auburn University,The Case Study of a Computational Model for Immersive Human-Process Interactions within Design Optimization,"Virtual reality enables incorporating new cues and affordances into design optimization interfaces. Designers visually interact with optimization algorithms to examine solutions, define the search space, and present tradeoffs or outcomes. We hypothesize that additional dimensions of the human-process interface yield a higher probability of discovering the global optimal solution. To test this hypothesis, this work develops a computational model for visual-based process interactions in design optimization. The model is inspired by the Van Wijk model for visual analytics. Initial numerical results support the hypothesis.",,Session/Server 2,
P1208,Jingya Li: Beijing Jiaotong University,Real-Time Augmented Reality Visual-Captions for  Deaf and Hard-of-Hearing Children in Classrooms,"Deaf and hard-of-hearing (DHH) children experience difficulties in mainstream classrooms since they cannot access audio information effectively. Although tools like captions are developed specifically to assist DHH individuals, primary school children have trouble to read or understand the text. To address this challenge, this paper develops an AR-based visual-captions, which will transfer the speech to text and images in real-time and display the information around the teacher in classrooms. The AR visual-captions aims to help DHH children better receive information and enhance their classroom experience. We describe the concept, design and implementation of our prototype, and discuss future research directions.",,Session/Server 2,43
P1210,Zhenliang Zhang: Beijing Institute for General Artificial Intelligence,Building Symmetrical Reality Systems for Cooperative Manipulation,"Humans and virtual agents (usually embodied in the physical world as physical robots) could coexist within the shared environment, which naturally creates a mixed reality environment of the physical and virtual worlds. In this paper, We analyze the characteristics of symmetrical reality with two different perception centers, and all of the mixed forms of physical and virtual reality can be treated as special cases of symmetrical reality. The experiment of folding clothes is implemented to demonstrate the significance of symmetrical reality for human-robot interaction, which also shows the general pipeline of building the symmetrical reality system with two minds involved.",,Session/Server 2,44
P1214,Hui Fang: Beijing Institute of Technology; Dongdong Weng: Beijing Institute of Technology; Zeyu Tian: Beijing Institute of Technology; Zhen Song: The Central Academy of Drama,Audio to Deep Visual: Speaking Mouth Generation Based on 3D Sparse Landmarks,"Having a system to automatically generate a talking mouth in sync with input speech would enhance speech communication and enable many novel applications. This article presents a new model that can generate 3D talking mouth landmarks from Chinese speech. We use sparse 3D landmarks to model the mouth motion, which are easy to capture and provide sufficient lip accuracy. The 4D mouth motion dataset was collected by our self-developed facial capture device, filling the gap in the Chinese speech-driven lip dataset. The experimental results show that the generated talking landmarks achieve accurate, smooth, and natural 3D mouth movements.",,Session/Server 2,45
P1218,Yu-Yen Chung: The University of Texas at Dallas; Thiru M. Annaswamy: Penn State Health Milton S. Hershey Medical Center; Balakrishnan Prabhakaran: The University of Texas at Dallas,Design of the Seated Navigation for Immersive Lower Limb Exergame,"Immersive lower limb exergames have been used to motivate physical training or rehabilitation. Due to the relative constraint on mobility in the seated pose, interacting with the distanced object using the leg could be challenging. To tackle the challenge, we describe the detailed design and implementation of Dual Point-Tugging (DPT) seated navigation. The DPT interface unifies the translation and rotation, allowing users to refine their position and extend leg reachability in the immersive virtual environment. Also, by rearranging the arm position, the user could continuously perform swift translation around a spot in a comfortable and balanced pose.",,Session/Server 2,
