id,authors,title,abstract,url,location,booth
P1108,"Radosław Sterna: Institute of Psychology, Faculty of Philosophy, Jagiellonian University in Krakow; Artur Cybulski: Jagiellonian University in Krakow; Magdalena Igrs-Cybulska: AGH University of Science and Technology; Joanna Pilarczyk: Institute of Psychology, Faculty of Philosophy, Jagiellonian University in Krakow; Michał Kuniecki: Institute of Psychology, Faculty of Philosophy, Jagiellonian University in Krakow",Does realism of a virtual character influence arousal? Exploratory study with pupil size measurement.,"In this poster we discuss exploratory analyses seeking to test whether realism of a virtual character can influence arousal measured by pupil diameter change in response to viewing a virtual character. To do this we conducted a study in which 180 virtual characters were presented to 45 participants in a free-viewing procedure, while their physiological responses were recorded. We manipulated the realism of these characters in terms of their appearance, behavior and intractability. Results suggest that appearance and intractability can influence arousal of the participants.",,Session/Server 1,
P1109,Ben J. Congdon: University College London; Anthony Steed: University College London,Monte-Carlo Redirected Walking: Gain Selection Through Simulated Walks,"We present Monte-Carlo Redirected Walking (MCRDW), a gain selection algorithm for redirected walking. MCRDW applies the Monte-Carlo method to redirected walking by simulating a large number of simple virtual walks, then inversely applying redirection to the virtual paths. Different gain levels and directions are applied, producing differing physical paths. Each physical path is scored and the results used to select the best gain level and direction. We provide a simple example implementation and a simulation-based study for validation. In our study, when compared with the next best technique, MCRDW reduced incidence of boundary collisions by over 50% while reducing total rotation and position gain.",,Session/Server 1,
P1112,"Suibi Che-Chuan Weng: University of Colorado; Torin Hopkins: University of Colorado; Rishi Vanukuru: University of Colorado Boulder; Chad Tobin: University of Colorado; Amy Banic: University of Wyoming; Daniel Leithinger: University of Colorado, Boulder; Ellen Yi-Luen Do: University of Colorado, Boulder",How Field of View Affects Awareness of an Avatar During a Musical Task in Augmented Reality,"To investigate how field of view (FOV) affects how players notice the communicative gestures of their partner's avatar in a musical task, we conducted an experiment that compares several AR technologies with varying FOV. We measured response time to communicative gestures, co-presence score, and task enjoyment in three different AR scenarios: holograms, AR headset, and an AR headset with a notification of the avatar's intention to gesture. Results suggest that the hologram setup had the fastest response time and highest ratings for sense of co-presence and task enjoyment. Notification tasks slowed response time, but noticeably improved co-presence with the avatar.",,Session/Server 1,
P1113,Yuetong Zhao: Beihang University; Shuo Yan: Beihang University; Xuanmiao Zhang: Beihang University; Xukun Shen: Beihang University,A Comparison of Gesture-based Interaction and Controller-based  Interaction for External Users in Co-located Asymmetric Virtual Reality,"Head-mounted displays (HMDs) create a highly immersive experience, while limit VR users’ awareness of external users that co-located in the same environment. In our work, we designed a wearable gesture-based interface for external users in two main asymmetric VR scenarios: (1) Object Transition, (2) Collaborative Game. We conducted a hybrid user study with twenty participants to compare the gesture-based interaction and controller-based interaction to investigate the effects on VR experience, social presence, and collaborative efficiency for external users.",,Session/Server 1,
P1117,Jingbo Zhao: China Agricultural University; Mingjun Shao: China Agricultural University; Yaojun Wang: China Agricultural University; Ruolin Xu: Duke University,Real-Time Recognition of In-Place Body Actions and Head Gestures using Only a Head-Mounted Display,"We present a unified two-stream 1-D convolutional neural network (CNN) for recognition of body actions when a user performs walking-in-place (WIP) and for recognition of head gestures when a user stands still wearing only an HMD. The present method does not require specialized hardware and/or additional tracking devices other than an HMD and can recognize a significantly larger number of body actions and head gestures than other existing methods. The utility of the method is demonstrated through a virtual locomotion task, which shows that the present body action interface is reliable in recognizing actions for virtual locomotion.",,Session/Server 1,
P1121,Maximilian Rettinger: Technical University of Munich ; Sebastian Berndt: Alexion Pharma Germany GmbH; Gerhard Rigoll: Technical University of Munich; Christoph Schmaderer: Technical University of Munich,Collaborative VR: Conveying a Complex Disease and Its Treatment,"In medical research, there are constantly new findings that lead to new insights and novel treatments. Hence, physicians always need to stay up-to-date to provide high-quality patient care. Virtual reality is unique among the available learning methods as it offers the opportunity to collaboratively explore the inside of the human body to experience and understand the complex workings of medical interventions. We realized such a VR-Learning-System and assessed its potential with medical experts (n=9). Initial results indicate that experts prefer the new system, and according to their subjective assessment, they achieved a higher learning outcome compared to conventional methods.",,Session/Server 1,
P1122,Jialin Wang: Xi'an Jiaotong-Liverpool University; Rongkai Shi: Xi'an Jiaotong-Liverpool University; Wenxuan Zheng: Xi'an Jiaotong-Liverpool University; Weijie Xie: Xi'an Jiaotong-Liverpool University; Dominic Kao: Purdue University; Hai-Ning Liang: Xi'an Jiaotong-Liverpool University,"Effect of Frame Rate on User Experience, Performance, and Simulator Sickness in Virtual Reality","This work fills a gap in the effect of the frame rate of virtual reality (VR) head-mounted displays (HMDs) on users' experience, performance, and simulator sickness (SS) symptoms. We report the findings of a study with two VR applications that compared four specific frame rates (60, 90, 120, and 180 frames per second (fps)). Our results show that 120fps is an important threshold. After 120fps, users tend to feel lower SS symptoms without a significant negative effect on their experience and performance. Higher frame rates (e.g., 120 and 180fps) can ensure better user performance than lower rates.",,Session/Server 1,
P1125,Jan Philipp Gründling: Trier University; Nathalie Schauffel: Trier University; Sebastian Pape: RWTH; Simon Oehrl: RWTH Aachen University; Torsten Wolfgang Kuhlen: RWTH Aachen University; Thomas Ellwart: Trier University; Benjamin Weyers: Trier University,Example Process for Designing a Hybrid User Interface for a Multi-Robot System,"Interaction with semi-autonomous multi-robot systems requires the integration of technical, task-related, and user-oriented details. 
While basic design principles for user interfaces already exist, they are not yet tailored to the specific case of multi-robot systems. 
This work shows how a design process tailored to multi-robot systems can be based on basic design principles and where it needs more specific methods. 
In doing so, it is indicated that virtual reality (VR) can be used as an instrument for conveying situational awareness.",,Session/Server 1,
P1129,Junyi Wang: BeiHang University; Yue Qi: BUAA,Simultaneous Scene-independent Camera Localization and Category-level Object Pose Estimation via Multi-level Feature Fusion,"In this paper, we focus on simultaneous scene-independent camera localization and category-level object pose estimation with a unified learning framework, consisting of a localization branch called SLO-LocNet, a pose estimation branch called SLO-ObjNet, a feature fusion module for feature sharing between two tasks, and two decoders. Three feature modules, covering an image fusion module in SLO-LocNet, a geometry fusion module in SLO-ObjNet, and a task fusion module between SLO-LocNet and SLO-ObjNet, are designed to promote feature sharing in two tasks. Experiments on both scene-independent localization and category-level pose estimation datasets demonstrate superior performance to other existing methods.",,Session/Server 1,
P1130,Jing Hou: Beijing Institute of Technology; Zhihe Zhao: Beijing Institute of Technology; Dongdong Weng: Beijing Institute of Technology,UI Binding Transfer for Bone-driven Facial Rigs,"We propose an automatic method to transfer the UI binding from a rigged model to a new target mesh. We use feed forward neural networks to find the mapping functions between bones and controllers of source model. The learned mapping networks then become the initial weights of an auto-encoder. Then the auto-encoder is retrained using target controllers-bones pairs obtained by the mesh transfer and bones decoupling method. Our system only requires neutral expression of the target person but allows artists to customize other basic expressions, and is evaluated by the semantic reproducibility of basic expressions and the semantic similarity.",,Session/Server 1,
P1134,Bing Ning: Beijing Institute of Fashion Technology; Mingtao Pei: Beijing Institute of Technology; Yixuan Wang: Beijing Institute of Fashion Technology; Ying Jiang: Beijing Institute of Fashion Technology; Li Liu: Beijing Institute of Fashion Technology,A VR Enabled Visualization System for Race Suits Design,"We propose a VR techniques enabled visualization system for race suits design, allowing designers to observe the design work from a near-real perspective of users. The system first constructs a virtual competition venue according to the real field settings automatically. A digital avatar that is scanned from an athlete is dressed up with a designed race suit. Then the avatar is given a sequence of preset sports motions to act in the virtual competition venue. The system can synthesize the traditional user’s views for designers to observe via VR devices and improve the efficiency of the race suit design workflow.",,Session/Server 1,
P1136,Isabella Mika Taninaka: Osaka University; Daisuke Iwai: Osaka University; Kosuke Sato: Osaka University; Parinya Punpongsanon: Osaka University,Development of Training Systems using Spatial Augmented Hand,"Training to execute procedural tasks is often a burden for novice workers. Different systems have been developed to improve users' experience and, consequentially, their performance at a task. However, systems for tasks requiring hand operation lack fine details regarding a specialist choice of hand movements or positions. This study proposes a projection-based hand visualization system that  guides the user's physical hand through a task.",,Session/Server 1,
P1146,Kwame Agyemang Baffour: Graduate Center; Oyewole Oyekoya: City University of New York - Hunter College,Effect of Look-Alike Avatars on Students' Perceptions of Teaching Effectiveness,"This paper presents a study investigating the influence of look-alike avatars on students' perceptions of teaching effectiveness in three-dimensional virtual and augmented reality environments. This study investigated three avatar representations: i) look-alike avatar of the instructor; ii) stick avatar; and iii) video recording of the instructor. Eighteen participants were asked to rank the three avatar representations, as well as the immersion experience of the teaching simulation on the virtual and augmented reality displays. The result of this study suggests that look-alike avatars can be used to represent an instructor in virtual environments.",,Session/Server 1,
P1148,Jin Qi Yeo: Singapore Institute of Technology; Xinxing Xia: Shanghai University; Kan Chen: Singapore Institute of Technology; Malcolm Yoke Hean Low: Singapore Institute of Technology; Alvin Chan: Singapore Institute of Technology; Dongyu Qiu: Singapore Institute of Technology; Frank Guan: Singapore Institute of Technology,SPAT-VR: A Holistic and Extensible Framework for VR Project Management,"With the increasing availability of VR content and affordability of consumer VR hardware systems, VR has been applied in various domains. However, to our knowledge, at present there are no existing frameworks that are applicable to the project management of the entire life cycle of building VR applications. In this paper, we present SPAT-VR: a holistic and extensible framework for VR project management. The proposed framework has been deployed to successfully complete a number of VR projects. A user survey has been conducted with all positive results received on the proposed framework.",,Session/Server 2,
P1152,Rawan Alghofaili: George Mason University; Cuong Nguyen: Adobe Research; Vojtěch Krs: Adobe Research; Nathan Carr: Adobe Research; Radomir Mech: Adobe Research; Lap-Fai Yu: George Mason University,Warpy: Contextual and Multi-view Indirect 3D Curve Sketching in Augmented Reality,"We propose Warpy, an environment-aware 3D curve drawing tool for mobile AR. Our system enables users to draw freeform curves from a distance in AR by combining 2D-to-3D sketch inference with geometric proxies. Geometric Proxies can be obtained via 3D scanning or from a list of pre-defined primitives. Warpy also provides a multi-view mode to enable users to sketch a curve from multiple viewpoints, which is useful if the target curve cannot fit within the camera’s field of view. We conducted two user studies and found that Warpy can be a viable tool to help users create complex and large curves in AR.",,Session/Server 2,
P1155-2,Renan Guarese: Royal Melbourne Institute of Technology; Emma Pretty: RMIT; Haytham Fayek: RMIT University; Fabio Zambetta: RMIT University; Ron van Schyndel: RMIT University,Evoking empathy with visually impaired people through an augmented reality embodiment experience,"To promote empathy with people that have disabilities, we propose a multi-sensory interactive experience that allows sighted users to embody having a visual impairment whilst using assistive technologies. The experiment involves blindfolded sighted participants interacting with sonification methods in order to locate targets in a real kitchen. We enquired about the perceived benefits of increasing said empathy from the blind community. We gathered sighted people’s self-reported and perceived empathy with the BVI community from sighted and blind people respectively. We re-tested sighted people's empathy after the experiment and found that their empathetic responses significantly increased.",,Session/Server 2,
P1155,Ryota Kondo: Keio University; Maki Sugimoto: Keio Univ,Investigating the Minimal Condition  of the Dynamic Invisible Body Illusion ,"Visual-tactile synchronization or visual-motor synchronization makes a non-innate body feel like one's own body (illusory body ownership). A recent study has shown that body ownership is induced to an empty space between the hands and feet from the motion of only hands and feet (dynamic invisible body illusion). However, it is unclear whether both hands and feet are necessary to induce the illusion. In this study, we investigated the minimal condition for the dynamic invisible body illusion by manipulating the presentation of hands and feet. Our results suggest that both hands and feet are necessary for the illusion.",,Session/Server 2,
P1156,Xuehuai Shi: Beihang University; Lili Wang: Beihang University; Jian Wu: Beihang University; Wei Ke: Macao Polytechnic University; Chan-Tong Lam: Macao Polytechnic University,Locomotion-aware Foveated Rendering,"We collect and analyze the viewing motion of different locomotion methods, and describe the effects of these viewing motions on HVS's sensitivity, as well as the advantages of these effects that may bring to foveated rendering. Then we propose the locomotion-aware foveated rendering method (LaFR) to further accelerate foveated rendering by leveraging the advantages. LaFR achieves similar perceptual visual quality as the conventional foveated rendering while achieving up to 1.6x speedup.",,Session/Server 2,
P1157,Johannes Hoster:  Berlin University of Applied Sciences and Technology; Dennis Ritter: Berlin University of Applied Sciences and Technology; Kristian Hildebrand: Berlin University of Applied Sciences and Technology,Style-aware Augmented Virtuality Embeddings (SAVE),"We present an augmented virtuality (AV) pipeline that enables the user to interact with real-world objects through stylised representations which match the VR scene and thereby preserve immersion. It consists of three stages: First, the object of interest is reconstructed from images and corresponding camera poses recorded with the VR headset, or alternatively a retrieval model finds a fitting mesh from the ShapeNet dataset. Second, a style transfer technique adapts the mesh to the VR game scene in order to preserve consistent immersion. Third, the stylised mesh is superimposed on the real object in real time to ensure interactivity even if the real object is moved. Our pipeline serves as proof of concept for style-aware AV embeddings.",,Session/Server 2,
P1159,Nicha Vanichvoranun: Korea Advanced Institute of Science and Technology(KAIST); Bowon Kim: KAIST; Dooyoung Kim: KAIST; Woontack Woo: KAIST ; Jeongmi Lee: KAIST; Sang Ho Yoon: KAIST,Stretchy: Enhancing Object Sensation Through Multi-sensory Feedback and Muscle Input,"Current works on 3D interaction methods mainly focus on rigid object manipulation and selection, while very few have been done on elastic object interaction. Therefore, we suggest a novel interaction method to observe and manipulate virtual fabric in a VR environment. We use multi-sensory pseudo-haptic feedback (a combination of tactile and visual feedback) and muscle strength data (EMG) to perceive the stiffness of the virtual fabric and flexible objects. For demonstration, we make fabric patches with various stiffness, and the stiffness difference can be distinguished. Our system can be
implemented in a virtual cloth store to give consumers information about product stiffness and texture.",,Session/Server 2,
P1160,Maho Otsuka: Nara Institute of Science and Technology; Monica Perusquia-Hernandez: Nara Institute of Science and Technolgy; Naoya Isoyama: Nara Institute of Science and Technology; Hideaki Uchiyama: Nara Institute of Science and Technology; Kiyoshi Kiyokawa: Nara Institute of Science and Technology,An AR Visualization System for 3D Carbon Dioxide Concentration Measurement Using Fixed and Mobile Sensors,"Recently, the use of CO2 concentration monitors as a guide for ventilation is increasing in spaces where many people gather, such as offices.However, 2D map-based visualizations are not enough to understand the progression of indoor air pollution.Therefore, we propose a three-dimensional (3D) visualization of CO2 concentration using a head-mounted display (HMD).A 3D distribution of CO2 concentration is automatically calculated using the position coordinates and measured values of fixed and mobile sensors.The results of the preliminary user evaluation suggested that AR visualization may be a more effective way to inform the need for ventilation than conventional methods.",,Session/Server 2,
P1161,Qiao Jin: University of Minnesota; Yu Liu: University of Minnesota; Puqi Zhou: George Mason University; Bo Han: George Mason University; Svetlana Yarosh: University of Minnesota; Feng Qian: University of Minnesota,Volumivive: An Authoring System for Adding Interactivity to Volumetric Video,"Volumetric video is a medium that captures the three-dimensional (3D) shape and movement of real-life objects or people. However, pre-recorded volumetric video is limited in terms of interactivity. We introduce a novel authoring system called Volumivive, which enables the creation of interactive experiences using volumetric video, enhancing the dynamic capabilities and interactivity of the medium. We provide four interaction methods that allow users to manipulate and engage with digital objects within the volumetric video. These interactive experiences can be used in both augmented reality (AR) and virtual reality (VR) settings, providing users with a more immersive and interactive experience.",,Session/Server 2,
P1162,Kyungeun Jung: KAIST ; Seungjae Oh: Kyung Hee University; Sang Ho Yoon: KAIST,Mo2Hap: Rendering performer's Motion Flow to Upper-body Vibrotactile Haptic Feedback for VR performance,"We present a novel haptic rendering method that translates the virtual performer's motions into real-time vibrotactile feedback. Our method characterizes salient motion points from proposing system Motion Salient Triangle to generate haptic parameters to highlight the performer's motions. 
Here, we employ an entire upper-body haptic system that provides vibrotactile feedback on the torso, back, and shoulders. We enable immersive virtual reality performance experiences by accommodating the performer's motions on top of motion-to-haptic feedback.",,Session/Server 2,
P1164,Douglas Zytko: Oakland University; Jonathan Chan: Oakland University,The Dating Metaverse: Why We Need to Design for Consent in Social VR,We present a participatory design study about how consent to interpersonal behavior can be designed in social VR to prevent harm. VR dating applications are used as the context of study. Through design workshops with potential VR daters (n=18) we elucidate nonconsensual experiences that should be prevented and designs for exchanging consent in VR. We position consent as a valuable lens for designing preventative solutions to harm in social VR by reframing harm as unwanted experiences that happen because of the absence of mechanics to support users in giving and denying agreement to a virtual experience before it occurs.,,Session/Server 2,
P1165,Seungwoo Son: Korea University; Yechan Yang: Korea University; Jaeyoon Lee: Korea University; Gerard Jounghyun Kim: Korea University,FakeBand: Virtual Band Music Performance with Balanced Interface for Individual Score/Rhythm Play and Inter-player Expression Coordination,"In this poster, we feature a two-user immersive VR music performance system called the ""FakeBand"". It resembles the rhythm game for a guitar play-along, but extended in its interaction model and interface design, focusing on the band performance experience in terms of coordination and collective musical expression. Coordinating timings for the tempo/accent change begins by the leader and the follower exchanging glances and using bodily gestures - nodding for tempo and large arm motion for accents. The interaction model and separated interface between the rhythm/chord play and music coordination were important in bringing about the active and frustration-free musical experience.",,Session/Server 2,
P1166,Yoshiaki Makita: Osaka university; Daisuke Iwai: Osaka University; Kosuke Sato: Osaka University,Optical See-through Scope for Observing the Global Component of a Scene,"The reflected light on a physical object can be separated into a direct illumination component and a global illumination component. Observing only the global component provides a better understanding of the reflectance property of the surface. In conventional methods, the components are separated using computer vision techniques. In this study, we developed a see-through optical scope that allows a user to selectively observe the global component using high spatial frequency pattern projection and a high spatial frequency mask with a liquid crystal panel. We confirmed that only the global component could be observed with the naked eye through the scope.",,Session/Server 2,
P1168,Yang Gao: Beihang university; Hongming Bai: Beihang University; Ziyi Pei: Beihang University; wenfeng song: Beijing information science and technology university; Aimin Hao: Beihang University,VR-based Vector Watercolor Painting System,"We develope a VR-based watercolor painting system. The system generates paintings in the form of vector graphics, which remain clear under free scaling and panoramic projection in VR space. Meanwhile,  in order to create a better operation experience and more convenient user interaction in the VR environment, we optimize the system to enable a variety of realistic watercolor effects and provide users with a number of optional painting settings such as color, size, effect, etc. After a short period of study, users can easily use the system to complete the VR painting experience.",,Session/Server 2,
P1169,Haoran Yun: Universitat Politècnica de Catalunya; Jose Luis Ponton: Universitat Politècnica de Catalunya; Carlos Andujar: Universitat Politècnica de Catalunya; Nuria Pelechano: Universitat Politècnica de Catalunya,Animation Fidelity in Self-Avatars: Impact on User Performance and Sense of Agency,"In this paper, we study the impact of the avatar's animation fidelity on different tasks. We compare three animation techniques: two of them using Inverse Kinematics to reconstruct the pose from six trackers, and a third one using a motion capture system with 17 inertial sensors. Our results show that the animation quality affects the Sense of Embodiment. Inertial-based MoCap performs significantly better in mimicking body poses. Surprisingly, IK-based solutions using fewer sensors outperformed MoCap in tasks requiring accurate positioning, which we attribute to the higher latency and the positional drift of the end-effectors.",,Session/Server 2,
P1175,"Yang Zhang: School of Mechanical,Electrical & Information Engineering; Tangjun Qu: Shandong University; Dingming Tan: Shandong University; Yulong Bian: Shandong University; Juan Liu: College of computer science and technology; Zelu Liu: Shandong University; Weiying Liu: School of Mechanical,Electrical&Information Engineering; Chao Zhou: Tsinghua University",Breaking the Ice with Group Flow:A Collaborative VR Serious Game for Relationship Enhancement ,"It is usually hard for unfamiliar people to rapidly “break the ice” in the early stage of relationship establishment, which hinders the development of relationship and team productivity. Therefore, we propose a collaborative serious game for icebreaking by combining immersive virtual reality (VR) with brain-computer interface. We design a COVID-19 themed collaboration task and propose an approach to improve empathy between team members by sharing their mental state in VR world. Moreover, we propose an EEG-based method for dynamic evaluation and enhancement of group flow to achieve better teamwork. Then, we developed a prototype system. Results of user study show that our method is beneficial to the enhancement of relationship enhancement.",,Session/Server 2,
P1176,Yoshikazu Onuki: Digital Hollywood University; Kosei Kudo: Tokyo Institute of Technology; Itsuo Kumazawa: Tokyo Institute of Technology,Enhanced Removal of the Light Reflection of Eyeglass Using Multi-Channel CycleGAN with Difference Image Equivalency Loss,"Gaze estimation is commonly used by equipping infrared light (IR) sources and cameras inside of head mount displays (HMDs). Some HMDs enable users to wear with spectacles on, and, in this case, IR light reflections of the eyeglass often causes serious obstruction to detect those of the corneal. In a previous study, we proposed multi-channel CycleGAN to generate eye images with no eyeglass from those with eyeglass. In this study, we additionally applied the difference image equivalency loss and late fusion of channels to improve removal performance and reduce mixing actions across channels, which achieved enhanced removal of eyeglass reflections.",,Session/Server 2,
P1177,"Zechen Bai: Institute of Software, Chinese Academy of Sciences; Naiming Yao: Institute of Software, Chinese Academy of Sciences; Lu Liu: Institute of Software, Chinese Academy of Sciences; Hui Chen: Institute of Software, Chinese Academy of Sciences; Hongan Wang: Institute of Software, Chinese Academy of Sciences",A Simple Approach to Animating Virtual Characters by Facial Expressions Reenactment,"Animating virtual characters is one of the core problems in virtual reality. Facial animations are able to intuitively express emotion and attitudes of virtual characters. However, creating facial animations is a non-trivial task. It depends on either expensive motion capture devices or human designers' time and effort to tune the animation parameters. In this work, we propose a learning-based approach to animate virtual characters by facial expression reenactment from abundant image data. This approach is simple yet effective, and is generalizable to various 3D characters. Preliminary evaluation results demonstrate its effectiveness and its potential to accelerate the development of VR applications.",,Session/Server 2,
P1180,Shuqi Liao: Purdue University; Yuqi Zhou: Purdue University; Voicu Popescu: Purdue University,AR Interfaces for Disocclusion--A Comparative Study,"An important application of augmented reality (AR) is the design of interfaces that reveal parts of the real world to which the user does not have line of sight. The design space for such interfaces is vast, with many options for integrating the visualization of the occluded parts of the scene into the user's main view. This paper compares four AR interfaces for disocclusion: X-ray, Cutaway, Picture-in-picture, and Multiperspective. The interfaces are compared in a within-subjects study (N = 33) over four tasks: counting dynamic spheres, pointing to the direction of an occluded person, finding the closest object to a given object, and finding pairs of matching numbers.",,Session/Server 2,
P1182,Yizhong Zhang: Microsoft Research Asia; Zhiqi Li: College of Computer Science and Technology; Sicheng Xu: Microsoft Research Asia; Chong Li: Microsoft Research Asia; Jiaolong Yang: Microsoft Research Asia; Xin Tong: Microsoft Research Asia; Baining Guo: Microsoft Research Asia,RemoteTouch: Enhancing Immersive 3D Video Communication with Hand Touch,"We present a method to enhance the immersive experience of 3D video communication by adding the hand touch capability. The participants can reach their hands out to the screen and perform hand clapping as if they were only separated by a virtual glass. The key challenge is that the hand is invisible to cameras when close to the screen. We present a dual representation of the user’s hand and a distance-based fusion method for realistic hand rendering, so that the hand is visible to the remote user throughout the touching process. Our experiments demonstrate that our method provides consistent hand contact experience between remote users and improves the immersive experience of 3D video communication.",,Session/Server 2,
P1184,Jina Kim: KAIST; Minyung Kim: KAIST; woo suk lee: Microsoft Corporation; Sang Ho Yoon: KAIST,VibAware: Context-Aware Tap and Swipe Gestures Using Bio-Acoustic Sensing,"We present VibAware, context-aware tap and swipe gesture detection using bio-acoustic sensing. We employ both active and passive sensing methods to recognize microgestures and classify inherent interaction contexts. Here, the interaction contexts refer to interaction spaces, graspable interfaces, and surface materials. With a context-aware approach, we could support adaptive input controls to enable rich and affordable interactions in Augmented Reality and Mixed Reality for graspable, material-based interfaces. Through an investigation and preliminary study, we confirmed the feasibility of tap and swipe gesture recognition while classifying associated contexts.",,Session/Server 2,
P1185,Somaiieh Rokhsaritalemi: Sejong University; Beom-Seok Ko: Sejong University; Abolghasem Sadeghi-Niaraki: Sejong University; Soo-Mi Choi: Sejong University,Geospatial Augmented Reality Tourist System ,"Most existing intelligent AR tourist systems focus on recommending or presenting information related to points of interest (POI)s that do not consider user-generated datasets and the user's preference leading to user dissatisfaction. This paper aims to develop an intelligent AR system applying tourist behavior recognition and user-generated content using volunteer geospatial information (VGI). For POIs recommendation, user-generated content have been modeled with the VIKOR and optimized with the behavior recognition method. For POIs information presentation in HoloLens, sentiment analysis was utilized for VGI data generation as well as a deep learning method was performed for POIs object detection and visualization.",,Session/Server 2,
P1187,"Carolin Stellmacher: University of Bremen; André Zenner: Saarland University, Saarland Informatics Campus; Oscar Javier Ariza Nunez: Universität Hamburg; Ernst Kruijff: Bonn-Rhein-Sieg University of Applied Sciences ; Johannes Schöning: University of St. Gallen",Continuous VR Weight Illusion by Combining Adaptive Trigger Resistance and Control-Display Ratio Manipulation,"We studied a novel combination of a hardware-based technique and a software-based pseudo-haptic approach to achieve a continuous VR weight illusion. While a modified VR controller renders adaptive trigger resistance during grasping, a manipulation of the control-display ratio (C/D~ratio) induces a sense of weight during lifting. In a psychophysical study, we tested our combined approach against the individual rendering techniques. Our findings show that participants were significantly more sensitive towards smaller weight differences in the combined weight simulations and determined weight differences faster. Our work demonstrates the meaningful benefit of combining physical and virtual methods for virtual weight perception.",,Session/Server 2,
P1189,Akshith Ullal: Vanderbilt University; Nilanjan Sarkar: Vanderbilt University School of Engineering,A Piecewise Approach to Mapping Interactions between Room-scale Environments in Remote Mixed/Augmented Reality,"Naturalistic interactions from remote settings require the user to have the ability to move and interact with their environment. However, a direct mapping of the interactions onto their photorealistic avatars will cause errors, primarily due to the different spatial configurations between the environments. Hence, the interactions need to be redirected, naturalistically. This redirection is a computationally intensive process and current techniques can only be used for localized spaces. We propose a piecewise approach, where the interaction mapping is split into a 2D locomotion and a 3D gesture redirection mechanism, reducing the computational requirement and making it applicable to room-scale environments.",,Session/Server 2,
P1193,Mark Roman Miller: Stanford University; Cyan DeVeaux: Stanford University; Eugy Han: Stanford University; Nilam Ram: Stanford University; Jeremy N. Bailenson: Stanford University,A Large-Scale Study of Proxemics and Gaze in Groups,"Scholars who study nonverbal behavior have focused an incredible amount of work on proxemics and mutual gaze. However, to date, these studies in VR have largely been reporting behavior of a small number of participants for short periods of time. In this experimental field study, we analyze the proxemics and gaze of 232 participants over two experimental studies who each contributed up to about 240 minutes of tracking data during eight weekly 30-minute social virtual reality sessions.  Participants' non-verbal behaviors changed in conjunction with manipulations of the environment and over time, and showed a range of individual and pair differences.",,Session/Server 2,
P1194,"Tristan King: University of Maryland, Baltimore County; Kyle R Davis: University of Maryland, Baltimore County; Bradley Saunders: University of Maryland, Baltimore County; James Zuber: University of Maryland, Baltimore County; Damaruka Priya Rajasagi: University of Maryland -Baltimore County; Christina Lukaszczyk: University of Maryland, Baltimore County; Anita Komlodi: University of Maryland, Baltimore County; Lee Boot: University of Maryland, Baltimore County",Immersive Visualization of Open Geospatial Data in Unreal Engine,"Immersive geospatial data visualizations are a growing area of interest for research and commercial efforts. However, access to the necessary technologies is often limited by the expense of proprietary solutions. Furthermore, available solutions do not offer the ability to select and render only portions of global maps, creating significant and unnecessary inefficiencies. We developed a pipeline for efficient generation, rendering, and interaction of open-source geospatial vector features in Unreal Engine™ Virtual Reality (VR) at almost any scale, and a user interface for interacting with these vector map features and georegistered data visualizations (as game objects) in VR applications.",,Session/Server 2,
P1198,Anil Ufuk Batmaz: Concordia University; Moaaz Hudhud Mughrabi: Kadir Has University; Mine Sarac: Kadir Has University; Mayra Donaji Barrera Machuca: Dalhousie University; Wolfgang Stuerzlinger: Simon Fraser University,Measuring the Effect of Stereo Deficiencies on Peripersonal Space Pointing,"State-of-the-art Virtual Reality (VR) and Augmented Reality (AR) headsets rely on singlefocal stereo displays. For objects away from the focal plane, such displays create a vergence-accommodation conflict (VAC), potentially degrading user interaction performance. In this paper, we study how the VAC affects pointing at targets within arm's reach with virtual hand and raycasting interaction in current stereo display systems. We conducted a user study with eighteen participants and the results indicate that participants were faster and had higher throughput in the constant VAC condition. We hope that our results enable designers to choose more efficient interaction methods in virtual environments.",,Session/Server 2,
P1204,Davide Guzzetti: Auburn University,The Case Study of a Computational Model for Immersive Human-Process Interactions within Design Optimization,"Virtual reality enables incorporating new cues and affordances into design optimization interfaces. Designers visually interact with optimization algorithms to examine solutions, define the search space, and present tradeoffs or outcomes. We hypothesize that additional dimensions of the human-process interface yield a higher probability of discovering the global optimal solution. To test this hypothesis, this work develops a computational model for visual-based process interactions in design optimization. The model is inspired by the Van Wijk model for visual analytics. Initial numerical results support the hypothesis.",,Session/Server 2,
P1205,Carlos Alfredo Tirado Cortes: University of New South Wales; Chin-Teng Lin: Australian AI Institute; Tien-Thong Nguyen Do: Australian AI Institute; Hsiang-Ting Chen: University of Adelaide,An EEG-based Experiment on VR Sickness and Postural Instability While Walking in Virtual Environments,"This paper studies VR sickness and postural instability while the user walks in an immersive virtual environment using an electroencephalogram (EEG) headset and a full-body motion capture system. The experiment induced VR sickness by gradually increasing the translation gain beyond the user’s detection threshold. The participants with VR sickness showed a reduction of alpha power, a phenomenon previously linked to a higher workload and efforts to maintain postural control. In contrast, those without VR sickness exhibited brain activities previously linked to fine cognitive-motor control. The EEG result suggests that participants with VR sickness could maintain their postural stability at the cost of a higher cognitive workload.",,Session/Server 2,
